Ticket_ID,Open_Time,First_Response_Time,Close_Time,Agent,CSAT,NPS,Escalated,Resolved_On_First_Contact,Response_Time,Handling_Time,CSAT_Category,NPS_Category
TCKT403,2024-09-17,2024-10-04 03:00:00,2024-10-17 15:00:00,Charlie,3,7,0,0,411.0,735.0,Fair,Passives
TCKT404,2024-10-03,2024-10-07 11:00:00,2024-09-16 09:00:00,Eve,2,1,1,0,107.0,-399.0,Poor,Detractors
TCKT405,2024-10-18,2024-10-10 23:00:00,2024-09-20 20:00:00,Alice,3,4,1,1,-169.0,-652.0,Fair,Detractors
TCKT406,2024-09-12,2024-09-23 12:00:00,2024-09-30 22:00:00,Bob,3,7,1,0,276.0,454.0,Fair,Passives
TCKT407,2024-10-29,2024-10-09 15:00:00,2024-10-11 21:00:00,Charlie,3,7,1,1,-465.0,-411.0,Fair,Passives
TCKT408,2024-10-21,2024-10-26 17:00:00,2024-10-22 06:00:00,Eve,2,6,1,0,137.0,30.0,Poor,Detractors
TCKT409,2024-09-22,2024-09-04 22:00:00,2024-09-21 19:00:00,David,1,8,0,0,-410.0,-5.0,Poor,Passives
TCKT410,2024-10-25,2024-09-25 13:00:00,2024-09-05 23:00:00,Bob,1,6,1,1,-707.0,-1177.0,Poor,Detractors
TCKT411,2024-09-22,2024-09-18 01:00:00,2024-09-08 04:00:00,Eve,4,10,0,1,-95.0,-332.0,Good,Promoters
TCKT412,2024-10-16,2024-09-16 13:00:00,2024-09-23 12:00:00,Bob,4,3,0,1,-707.0,-540.0,Good,Detractors
TCKT413,2024-09-30,2024-10-12 12:00:00,2024-10-16 03:00:00,Bob,2,4,1,1,300.0,387.0,Poor,Detractors
TCKT414,2024-10-08,2024-09-02 23:00:00,2024-09-23 12:00:00,Eve,5,3,0,0,-841.0,-348.0,Excellent,Detractors
TCKT415,2024-10-08,2024-10-05 10:00:00,2024-09-03 02:00:00,Eve,1,1,1,1,-62.0,-838.0,Poor,Detractors
TCKT416,2024-10-15,2024-10-04 23:00:00,2024-09-28 23:00:00,Bob,4,10,0,0,-241.0,-385.0,Good,Promoters
TCKT417,2024-10-21,2024-09-13 13:00:00,2024-10-12 01:00:00,Alice,1,5,1,0,-899.0,-215.0,Poor,Detractors
TCKT418,2024-10-24,2024-09-18 03:00:00,2024-09-09 23:00:00,Charlie,2,1,0,0,-861.0,-1057.0,Poor,Detractors
TCKT419,2024-09-08,2024-10-29 07:00:00,2024-10-09 06:00:00,Eve,2,1,0,0,1231.0,750.0,Poor,Detractors
TCKT420,2024-09-27,2024-10-16 20:00:00,2024-09-23 18:00:00,Charlie,5,2,1,0,476.0,-78.0,Excellent,Detractors
TCKT421,2024-09-27,2024-09-29 17:00:00,2024-09-18 12:00:00,Charlie,5,4,0,1,65.0,-204.0,Excellent,Detractors
TCKT422,2024-10-04,2024-09-29 21:00:00,2024-09-07 08:00:00,Eve,2,6,0,0,-99.0,-640.0,Poor,Detractors
TCKT423,2024-09-21,2024-10-14 16:00:00,2024-09-20 10:00:00,Eve,4,8,0,0,568.0,-14.0,Good,Passives
TCKT424,2024-09-30,2024-10-26 12:00:00,2024-09-02 13:00:00,Bob,1,3,1,1,636.0,-659.0,Poor,Detractors
TCKT425,2024-10-03,2024-10-17 10:00:00,2024-10-20 03:00:00,Eve,3,1,1,1,346.0,411.0,Fair,Detractors
TCKT426,2024-09-28,2024-09-30 07:00:00,2024-10-11 14:00:00,Charlie,5,3,0,1,55.0,326.0,Excellent,Detractors
TCKT427,2024-10-17,2024-09-20 05:00:00,2024-10-06 16:00:00,Eve,3,3,0,0,-643.0,-248.0,Fair,Detractors
TCKT428,2024-10-03,2024-09-01 17:00:00,2024-10-16 20:00:00,David,4,5,0,1,-751.0,332.0,Good,Detractors
TCKT429,2024-09-05,2024-09-03 13:00:00,2024-10-27 17:00:00,Bob,5,4,0,1,-35.0,1265.0,Excellent,Detractors
TCKT430,2024-10-30,2024-09-14 18:00:00,2024-09-14 06:00:00,David,3,4,0,1,-1086.0,-1098.0,Fair,Detractors
TCKT431,2024-10-18,2024-09-04 18:00:00,2024-10-20 14:00:00,Eve,4,9,1,1,-1038.0,62.0,Good,Promoters
TCKT432,2024-09-19,2024-10-07 16:00:00,2024-10-20 08:00:00,David,1,7,1,0,448.0,752.0,Poor,Passives
TCKT433,2024-09-04,2024-09-01 21:00:00,2024-10-14 20:00:00,Bob,4,4,0,1,-51.0,980.0,Good,Detractors
TCKT434,2024-10-05,2024-10-16 15:00:00,2024-10-04 07:00:00,David,5,3,1,0,279.0,-17.0,Excellent,Detractors
TCKT435,2024-10-19,2024-09-09 15:00:00,2024-09-22 21:00:00,Charlie,2,6,1,1,-945.0,-627.0,Poor,Detractors
TCKT436,2024-09-17,2024-10-19 04:00:00,2024-10-20 10:00:00,Charlie,1,3,1,1,772.0,802.0,Poor,Detractors
TCKT437,2024-10-14,2024-09-12 05:00:00,2024-10-14 22:00:00,Alice,3,6,1,1,-763.0,22.0,Fair,Detractors
TCKT438,2024-09-28,2024-10-07 11:00:00,2024-10-12 09:00:00,Charlie,5,9,0,0,227.0,345.0,Excellent,Promoters
TCKT439,2024-09-30,2024-10-30 06:00:00,2024-09-25 05:00:00,Eve,2,6,1,0,726.0,-115.0,Poor,Detractors
TCKT440,2024-09-29,2024-10-09 14:00:00,2024-10-20 09:00:00,Charlie,4,4,0,1,254.0,513.0,Good,Detractors
TCKT441,2024-10-16,2024-09-24 11:00:00,2024-09-18 21:00:00,Alice,2,5,0,0,-517.0,-651.0,Poor,Detractors
TCKT442,2024-10-23,2024-09-13 02:00:00,2024-10-22 07:00:00,Charlie,5,6,0,0,-958.0,-17.0,Excellent,Detractors
TCKT443,2024-09-06,2024-09-25 07:00:00,2024-10-26 09:00:00,Bob,5,3,1,1,463.0,1209.0,Excellent,Detractors
TCKT444,2024-10-05,2024-10-22 04:00:00,2024-10-10 13:00:00,Alice,2,8,0,0,412.0,133.0,Poor,Passives
TCKT445,2024-10-30,2024-10-29 08:00:00,2024-09-12 14:00:00,Bob,4,4,1,1,-16.0,-1138.0,Good,Detractors
TCKT446,2024-10-11,2024-09-20 22:00:00,2024-09-20 11:00:00,Charlie,2,8,1,0,-482.0,-493.0,Poor,Passives
TCKT447,2024-10-07,2024-10-23 19:00:00,2024-09-14 14:00:00,Alice,5,10,0,0,403.0,-538.0,Excellent,Promoters
TCKT448,2024-09-24,2024-10-15 14:00:00,2024-10-16 01:00:00,Eve,5,10,0,0,518.0,529.0,Excellent,Promoters
TCKT449,2024-09-29,2024-09-10 11:00:00,2024-10-11 12:00:00,David,3,3,1,0,-445.0,300.0,Fair,Detractors
TCKT450,2024-10-19,2024-10-04 09:00:00,2024-09-20 12:00:00,Eve,3,10,1,0,-351.0,-684.0,Fair,Promoters
TCKT451,2024-10-16,2024-10-19 03:00:00,2024-09-09 08:00:00,Alice,1,7,0,0,75.0,-880.0,Poor,Passives
TCKT452,2024-10-23,2024-10-26 06:00:00,2024-10-24 13:00:00,Eve,5,9,1,0,78.0,37.0,Excellent,Promoters
TCKT453,2024-10-01,2024-09-05 05:00:00,2024-09-13 16:00:00,Alice,3,4,0,1,-619.0,-416.0,Fair,Detractors
TCKT454,2024-10-05,2024-10-24 15:00:00,2024-10-04 13:00:00,David,2,8,1,0,471.0,-11.0,Poor,Passives
TCKT455,2024-10-30,2024-09-23 17:00:00,2024-09-27 07:00:00,Alice,4,3,0,1,-871.0,-785.0,Good,Detractors
TCKT456,2024-10-03,2024-09-09 03:00:00,2024-09-29 05:00:00,David,2,7,1,1,-573.0,-91.0,Poor,Passives
TCKT457,2024-10-22,2024-09-20 17:00:00,2024-09-09 14:00:00,Eve,4,3,0,1,-751.0,-1018.0,Good,Detractors
TCKT458,2024-09-21,2024-10-29 10:00:00,2024-09-24 13:00:00,David,3,7,0,1,922.0,85.0,Fair,Passives
TCKT459,2024-10-02,2024-10-05 18:00:00,2024-10-18 23:00:00,David,1,10,1,1,90.0,407.0,Poor,Promoters
TCKT460,2024-09-23,2024-09-18 17:00:00,2024-10-20 15:00:00,David,2,10,1,0,-103.0,663.0,Poor,Promoters
TCKT461,2024-10-03,2024-09-24 03:00:00,2024-09-21 18:00:00,Eve,2,6,0,1,-213.0,-270.0,Poor,Detractors
TCKT462,2024-09-03,2024-10-02 03:00:00,2024-09-19 02:00:00,Charlie,2,2,1,0,699.0,386.0,Poor,Detractors
TCKT463,2024-09-18,2024-10-08 13:00:00,2024-09-05 01:00:00,Bob,4,3,0,1,493.0,-311.0,Good,Detractors
TCKT464,2024-09-25,2024-10-26 15:00:00,2024-10-07 18:00:00,Charlie,3,6,1,1,759.0,306.0,Fair,Detractors
TCKT465,2024-10-12,2024-09-25 09:00:00,2024-10-08 19:00:00,Bob,2,4,0,1,-399.0,-77.0,Poor,Detractors
TCKT466,2024-10-01,2024-09-04 14:00:00,2024-10-18 08:00:00,Alice,2,6,1,1,-634.0,416.0,Poor,Detractors
TCKT467,2024-10-24,2024-10-07 02:00:00,2024-09-21 17:00:00,David,1,1,1,1,-406.0,-775.0,Poor,Detractors
TCKT468,2024-10-28,2024-09-11 09:00:00,2024-10-04 12:00:00,Bob,1,10,1,1,-1119.0,-564.0,Poor,Promoters
TCKT469,2024-09-03,2024-10-26 03:00:00,2024-10-29 19:00:00,Charlie,3,1,1,0,1275.0,1363.0,Fair,Detractors
TCKT470,2024-10-10,2024-10-29 09:00:00,2024-09-16 09:00:00,David,3,3,1,0,465.0,-567.0,Fair,Detractors
TCKT471,2024-10-16,2024-09-03 02:00:00,2024-10-10 02:00:00,Bob,5,8,1,0,-1030.0,-142.0,Excellent,Passives
TCKT472,2024-09-24,2024-09-12 10:00:00,2024-09-30 09:00:00,Eve,1,8,1,0,-278.0,153.0,Poor,Passives
TCKT473,2024-10-20,2024-09-09 15:00:00,2024-09-11 02:00:00,Charlie,5,4,0,0,-969.0,-934.0,Excellent,Detractors
TCKT474,2024-10-02,2024-10-10 05:00:00,2024-10-22 11:00:00,Alice,4,6,0,1,197.0,491.0,Good,Detractors
TCKT475,2024-10-17,2024-09-11 02:00:00,2024-09-14 10:00:00,Alice,5,8,0,1,-862.0,-782.0,Excellent,Passives
TCKT476,2024-09-22,2024-09-24 15:00:00,2024-09-15 18:00:00,Charlie,2,7,1,1,63.0,-150.0,Poor,Passives
TCKT477,2024-09-23,2024-10-08 08:00:00,2024-10-22 22:00:00,Alice,5,7,0,1,368.0,718.0,Excellent,Passives
TCKT478,2024-09-02,2024-10-29 05:00:00,2024-09-10 07:00:00,Eve,3,4,1,0,1373.0,199.0,Fair,Detractors
TCKT479,2024-09-27,2024-10-18 18:00:00,2024-09-29 03:00:00,Eve,4,9,0,1,522.0,51.0,Good,Promoters
TCKT480,2024-10-12,2024-09-06 05:00:00,2024-09-21 06:00:00,David,2,10,0,1,-859.0,-498.0,Poor,Promoters
TCKT481,2024-09-02,2024-10-30 16:00:00,2024-09-28 21:00:00,Eve,5,6,1,0,1408.0,645.0,Excellent,Detractors
TCKT482,2024-09-26,2024-09-13 05:00:00,2024-09-03 06:00:00,Bob,4,3,0,0,-307.0,-546.0,Good,Detractors
TCKT483,2024-09-17,2024-09-13 17:00:00,2024-09-04 16:00:00,Bob,4,5,0,0,-79.0,-296.0,Good,Detractors
TCKT484,2024-10-10,2024-10-20 08:00:00,2024-10-01 08:00:00,Eve,2,5,0,0,248.0,-208.0,Poor,Detractors
TCKT485,2024-10-03,2024-10-15 19:00:00,2024-09-03 17:00:00,Eve,5,5,0,0,307.0,-703.0,Excellent,Detractors
TCKT486,2024-09-09,2024-10-28 03:00:00,2024-10-12 12:00:00,Bob,4,8,1,1,1179.0,804.0,Good,Passives
TCKT487,2024-10-13,2024-10-26 08:00:00,2024-10-06 11:00:00,Charlie,4,9,0,0,320.0,-157.0,Good,Promoters
TCKT488,2024-10-24,2024-10-04 08:00:00,2024-09-02 23:00:00,David,1,9,1,1,-472.0,-1225.0,Poor,Promoters
TCKT489,2024-10-18,2024-09-27 13:00:00,2024-10-16 15:00:00,Eve,4,6,0,1,-491.0,-33.0,Good,Detractors
TCKT490,2024-10-09,2024-10-15 01:00:00,2024-09-27 05:00:00,Alice,1,6,0,1,145.0,-283.0,Poor,Detractors
TCKT491,2024-09-29,2024-09-06 19:00:00,2024-09-22 17:00:00,Bob,5,9,1,1,-533.0,-151.0,Excellent,Promoters
TCKT492,2024-10-12,2024-09-16 08:00:00,2024-10-02 23:00:00,Charlie,5,4,1,1,-616.0,-217.0,Excellent,Detractors
TCKT493,2024-10-25,2024-09-28 01:00:00,2024-09-25 06:00:00,Charlie,5,6,1,1,-647.0,-714.0,Excellent,Detractors
TCKT494,2024-09-26,2024-10-29 16:00:00,2024-09-29 21:00:00,Alice,3,4,0,0,808.0,93.0,Fair,Detractors
TCKT495,2024-10-05,2024-10-11 13:00:00,2024-10-25 11:00:00,Eve,5,1,0,1,157.0,491.0,Excellent,Detractors
TCKT496,2024-10-20,2024-10-13 13:00:00,2024-09-19 04:00:00,David,4,7,0,0,-155.0,-740.0,Good,Passives
TCKT497,2024-09-25,2024-09-25 21:00:00,2024-10-06 13:00:00,David,2,10,1,0,21.0,277.0,Poor,Promoters
TCKT498,2024-09-24,2024-10-12 04:00:00,2024-10-26 09:00:00,Eve,1,6,0,1,436.0,777.0,Poor,Detractors
TCKT499,2024-09-13,2024-09-27 06:00:00,2024-10-24 06:00:00,Eve,3,9,0,1,342.0,990.0,Fair,Promoters
TCKT500,2024-10-30,2024-10-30 07:00:00,2024-10-29 12:00:00,David,5,7,1,0,7.0,-12.0,Excellent,Passives
TCKT501,2024-10-28,2024-09-05 11:00:00,2024-10-05 03:00:00,Bob,5,7,1,1,-1261.0,-549.0,Excellent,Passives
TCKT502,2024-09-07,2024-10-15 19:00:00,2024-09-04 12:00:00,Charlie,2,2,1,0,931.0,-60.0,Poor,Detractors
TCKT503,2024-10-27,2024-10-01 23:00:00,2024-09-16 09:00:00,David,2,9,1,1,-601.0,-975.0,Poor,Promoters
TCKT504,2024-10-06,2024-10-12 10:00:00,2024-09-24 08:00:00,Bob,3,10,0,0,154.0,-280.0,Fair,Promoters
TCKT505,2024-10-15,2024-10-02 11:00:00,2024-09-12 16:00:00,Eve,1,9,1,1,-301.0,-776.0,Poor,Promoters
TCKT506,2024-09-20,2024-10-23 07:00:00,2024-10-03 22:00:00,Alice,5,6,0,1,799.0,334.0,Excellent,Detractors
TCKT507,2024-09-01,2024-10-01 18:00:00,2024-10-07 01:00:00,Eve,3,3,1,0,738.0,865.0,Fair,Detractors
TCKT508,2024-09-08,2024-10-06 02:00:00,2024-09-25 07:00:00,David,4,1,1,0,674.0,415.0,Good,Detractors
TCKT509,2024-10-16,2024-09-14 13:00:00,2024-10-05 05:00:00,Eve,4,4,1,1,-755.0,-259.0,Good,Detractors
TCKT510,2024-09-16,2024-09-29 12:00:00,2024-09-08 04:00:00,Charlie,3,3,0,1,324.0,-188.0,Fair,Detractors
TCKT511,2024-09-14,2024-10-09 02:00:00,2024-10-08 01:00:00,Alice,5,1,1,0,602.0,577.0,Excellent,Detractors
TCKT512,2024-09-12,2024-10-02 13:00:00,2024-09-02 15:00:00,Eve,3,3,0,1,493.0,-225.0,Fair,Detractors
TCKT513,2024-10-21,2024-10-16 17:00:00,2024-09-21 19:00:00,Charlie,5,4,1,1,-103.0,-701.0,Excellent,Detractors
TCKT514,2024-09-23,2024-10-11 17:00:00,2024-09-30 10:00:00,Bob,2,8,1,1,449.0,178.0,Poor,Passives
TCKT515,2024-09-15,2024-10-10 02:00:00,2024-09-19 03:00:00,David,3,9,0,1,602.0,99.0,Fair,Promoters
TCKT516,2024-09-28,2024-10-30 13:00:00,2024-10-14 15:00:00,Bob,5,3,0,0,781.0,399.0,Excellent,Detractors
TCKT517,2024-10-04,2024-10-05 16:00:00,2024-10-02 11:00:00,David,3,6,1,0,40.0,-37.0,Fair,Detractors
TCKT518,2024-09-02,2024-09-06 19:00:00,2024-10-20 17:00:00,David,3,10,1,1,115.0,1169.0,Fair,Promoters
TCKT519,2024-10-02,2024-09-30 07:00:00,2024-10-09 05:00:00,Charlie,5,5,1,0,-41.0,173.0,Excellent,Detractors
TCKT520,2024-09-23,2024-09-10 09:00:00,2024-09-09 02:00:00,Eve,5,6,0,0,-303.0,-334.0,Excellent,Detractors
TCKT521,2024-09-22,2024-10-02 02:00:00,2024-10-19 20:00:00,Charlie,1,4,1,1,242.0,668.0,Poor,Detractors
TCKT522,2024-10-21,2024-09-28 15:00:00,2024-10-27 12:00:00,Bob,3,10,1,0,-537.0,156.0,Fair,Promoters
TCKT523,2024-09-25,2024-09-30 05:00:00,2024-10-09 01:00:00,Eve,4,6,0,0,125.0,337.0,Good,Detractors
TCKT524,2024-10-28,2024-09-29 22:00:00,2024-10-02 04:00:00,Charlie,3,7,1,1,-674.0,-620.0,Fair,Passives
TCKT525,2024-09-22,2024-09-04 20:00:00,2024-10-20 13:00:00,Alice,3,9,0,0,-412.0,685.0,Fair,Promoters
TCKT526,2024-10-28,2024-10-02 04:00:00,2024-10-21 05:00:00,David,5,10,1,0,-620.0,-163.0,Excellent,Promoters
TCKT527,2024-10-28,2024-10-20 04:00:00,2024-10-01 03:00:00,Eve,3,7,0,1,-188.0,-645.0,Fair,Passives
TCKT528,2024-09-22,2024-09-27 17:00:00,2024-09-12 13:00:00,Charlie,3,6,1,1,137.0,-227.0,Fair,Detractors
TCKT529,2024-10-19,2024-09-12 22:00:00,2024-09-05 14:00:00,Alice,4,1,0,0,-866.0,-1042.0,Good,Detractors
TCKT530,2024-10-22,2024-09-17 10:00:00,2024-10-25 11:00:00,Eve,5,2,0,1,-830.0,83.0,Excellent,Detractors
TCKT531,2024-10-12,2024-10-24 01:00:00,2024-09-28 10:00:00,Bob,3,1,1,1,289.0,-326.0,Fair,Detractors
TCKT532,2024-09-06,2024-09-22 18:00:00,2024-10-22 18:00:00,David,2,9,1,1,402.0,1122.0,Poor,Promoters
TCKT533,2024-09-15,2024-10-20 14:00:00,2024-09-07 15:00:00,Alice,1,10,1,0,854.0,-177.0,Poor,Promoters
TCKT534,2024-10-24,2024-10-17 12:00:00,2024-10-24 10:00:00,Bob,4,10,0,0,-156.0,10.0,Good,Promoters
TCKT535,2024-10-13,2024-10-06 03:00:00,2024-10-08 05:00:00,David,3,9,1,1,-165.0,-115.0,Fair,Promoters
TCKT536,2024-10-30,2024-10-22 12:00:00,2024-10-13 05:00:00,Eve,2,7,0,0,-180.0,-403.0,Poor,Passives
TCKT537,2024-10-07,2024-09-07 11:00:00,2024-10-06 23:00:00,Alice,3,2,0,1,-709.0,-1.0,Fair,Detractors
TCKT538,2024-10-03,2024-10-03 06:00:00,2024-09-07 04:00:00,Alice,3,6,0,1,6.0,-620.0,Fair,Detractors
TCKT539,2024-09-08,2024-10-17 15:00:00,2024-09-19 09:00:00,Bob,5,4,1,1,951.0,273.0,Excellent,Detractors
TCKT540,2024-10-23,2024-10-02 19:00:00,2024-10-20 13:00:00,David,5,1,1,0,-485.0,-59.0,Excellent,Detractors
TCKT541,2024-10-30,2024-09-11 23:00:00,2024-10-30 15:00:00,Eve,5,1,1,0,-1153.0,15.0,Excellent,Detractors
TCKT542,2024-10-14,2024-09-26 02:00:00,2024-10-23 17:00:00,Alice,2,5,0,0,-430.0,233.0,Poor,Detractors
TCKT543,2024-10-14,2024-10-16 02:00:00,2024-10-16 16:00:00,Alice,3,2,0,0,50.0,64.0,Fair,Detractors
TCKT544,2024-09-05,2024-09-29 04:00:00,2024-09-23 04:00:00,David,1,4,1,0,580.0,436.0,Poor,Detractors
TCKT545,2024-10-09,2024-09-17 03:00:00,2024-09-06 05:00:00,Charlie,4,1,1,1,-525.0,-787.0,Good,Detractors
TCKT546,2024-09-04,2024-09-13 09:00:00,2024-10-12 17:00:00,Eve,5,4,0,1,225.0,929.0,Excellent,Detractors
TCKT547,2024-09-06,2024-10-09 15:00:00,2024-09-14 02:00:00,David,5,6,0,1,807.0,194.0,Excellent,Detractors
TCKT548,2024-10-15,2024-10-25 11:00:00,2024-10-16 22:00:00,David,3,10,1,1,251.0,46.0,Fair,Promoters
TCKT549,2024-10-02,2024-10-22 02:00:00,2024-10-24 23:00:00,Eve,3,4,1,0,482.0,551.0,Fair,Detractors
TCKT550,2024-10-22,2024-10-17 14:00:00,2024-10-22 03:00:00,Bob,2,1,1,1,-106.0,3.0,Poor,Detractors
TCKT551,2024-09-30,2024-09-20 22:00:00,2024-10-13 02:00:00,Alice,2,7,0,0,-218.0,314.0,Poor,Passives
TCKT552,2024-10-17,2024-09-11 03:00:00,2024-10-03 13:00:00,Eve,5,2,0,1,-861.0,-323.0,Excellent,Detractors
TCKT553,2024-10-05,2024-09-17 12:00:00,2024-10-22 17:00:00,Bob,3,9,1,1,-420.0,425.0,Fair,Promoters
TCKT554,2024-10-25,2024-10-26 21:00:00,2024-09-22 14:00:00,Eve,1,3,0,0,45.0,-778.0,Poor,Detractors
TCKT555,2024-10-10,2024-10-17 16:00:00,2024-10-15 21:00:00,Charlie,4,8,0,1,184.0,141.0,Good,Passives
TCKT556,2024-10-22,2024-10-07 20:00:00,2024-10-15 11:00:00,Alice,3,8,1,1,-340.0,-157.0,Fair,Passives
TCKT557,2024-09-16,2024-09-06 19:00:00,2024-10-10 04:00:00,Alice,3,3,0,0,-221.0,580.0,Fair,Detractors
TCKT558,2024-09-13,2024-10-27 05:00:00,2024-10-22 01:00:00,Bob,2,4,1,1,1061.0,937.0,Poor,Detractors
TCKT559,2024-10-20,2024-09-03 01:00:00,2024-09-29 03:00:00,Alice,4,2,1,1,-1127.0,-501.0,Good,Detractors
TCKT560,2024-10-30,2024-10-28 06:00:00,2024-09-14 15:00:00,Charlie,5,4,1,1,-42.0,-1089.0,Excellent,Detractors
TCKT561,2024-10-12,2024-09-15 02:00:00,2024-10-05 11:00:00,Bob,3,9,0,0,-646.0,-157.0,Fair,Promoters
TCKT562,2024-09-30,2024-10-05 17:00:00,2024-10-07 19:00:00,David,5,2,1,1,137.0,187.0,Excellent,Detractors
TCKT563,2024-09-19,2024-09-25 12:00:00,2024-09-18 03:00:00,Charlie,3,3,0,1,156.0,-21.0,Fair,Detractors
TCKT564,2024-09-17,2024-09-18 15:00:00,2024-09-19 08:00:00,Alice,5,4,0,1,39.0,56.0,Excellent,Detractors
TCKT565,2024-10-26,2024-10-14 16:00:00,2024-09-23 19:00:00,Charlie,4,5,0,0,-272.0,-773.0,Good,Detractors
TCKT566,2024-09-19,2024-09-27 08:00:00,2024-10-08 07:00:00,Bob,2,1,1,1,200.0,463.0,Poor,Detractors
TCKT567,2024-09-28,2024-10-30 14:00:00,2024-09-22 08:00:00,Bob,4,7,0,0,782.0,-136.0,Good,Passives
TCKT568,2024-10-28,2024-09-25 17:00:00,2024-09-29 05:00:00,Charlie,1,10,0,1,-775.0,-691.0,Poor,Promoters
TCKT569,2024-10-25,2024-09-29 21:00:00,2024-09-18 05:00:00,Bob,2,7,0,1,-603.0,-883.0,Poor,Passives
TCKT570,2024-09-26,2024-09-08 15:00:00,2024-10-07 22:00:00,Alice,4,9,0,1,-417.0,286.0,Good,Promoters
TCKT571,2024-10-07,2024-09-27 14:00:00,2024-09-20 21:00:00,Bob,1,4,0,0,-226.0,-387.0,Poor,Detractors
TCKT572,2024-09-26,2024-10-20 20:00:00,2024-10-05 11:00:00,Alice,3,6,1,1,596.0,227.0,Fair,Detractors
TCKT573,2024-10-23,2024-09-07 03:00:00,2024-10-25 13:00:00,Alice,3,2,1,0,-1101.0,61.0,Fair,Detractors
TCKT574,2024-09-23,2024-09-29 12:00:00,2024-10-18 12:00:00,Charlie,5,4,0,0,156.0,612.0,Excellent,Detractors
TCKT575,2024-09-09,2024-10-23 03:00:00,2024-10-25 21:00:00,Alice,2,2,0,1,1059.0,1125.0,Poor,Detractors
TCKT576,2024-09-12,2024-09-20 14:00:00,2024-10-25 11:00:00,Charlie,3,10,1,1,206.0,1043.0,Fair,Promoters
TCKT577,2024-10-23,2024-09-15 14:00:00,2024-10-10 05:00:00,Alice,2,5,1,0,-898.0,-307.0,Poor,Detractors
TCKT578,2024-09-01,2024-09-07 17:00:00,2024-09-18 20:00:00,Eve,3,7,1,1,161.0,428.0,Fair,Passives
TCKT579,2024-10-28,2024-10-14 20:00:00,2024-10-12 14:00:00,Charlie,5,1,1,1,-316.0,-370.0,Excellent,Detractors
TCKT580,2024-10-28,2024-10-06 09:00:00,2024-10-29 12:00:00,Charlie,4,10,1,1,-519.0,36.0,Good,Promoters
TCKT581,2024-09-01,2024-10-08 16:00:00,2024-09-07 17:00:00,Alice,5,10,0,1,904.0,161.0,Excellent,Promoters
TCKT582,2024-10-17,2024-10-27 22:00:00,2024-10-22 19:00:00,Alice,1,7,0,0,262.0,139.0,Poor,Passives
TCKT583,2024-10-04,2024-10-24 21:00:00,2024-09-27 16:00:00,Eve,3,10,0,1,501.0,-152.0,Fair,Promoters
TCKT584,2024-10-02,2024-10-23 02:00:00,2024-10-15 12:00:00,Alice,1,6,1,1,506.0,324.0,Poor,Detractors
TCKT585,2024-10-24,2024-09-24 08:00:00,2024-10-23 06:00:00,David,1,6,0,0,-712.0,-18.0,Poor,Detractors
TCKT586,2024-10-18,2024-09-11 13:00:00,2024-10-26 04:00:00,Eve,2,8,1,0,-875.0,196.0,Poor,Passives
TCKT587,2024-09-25,2024-09-17 08:00:00,2024-10-09 11:00:00,Alice,3,8,0,1,-184.0,347.0,Fair,Passives
TCKT588,2024-10-10,2024-09-21 18:00:00,2024-10-04 23:00:00,Bob,1,6,0,1,-438.0,-121.0,Poor,Detractors
TCKT589,2024-10-15,2024-09-30 18:00:00,2024-09-16 11:00:00,David,4,3,1,1,-342.0,-685.0,Good,Detractors
TCKT590,2024-10-23,2024-10-16 15:00:00,2024-10-28 19:00:00,David,1,5,1,0,-153.0,139.0,Poor,Detractors
TCKT591,2024-09-01,2024-10-01 06:00:00,2024-10-21 17:00:00,Charlie,4,2,0,1,726.0,1217.0,Good,Detractors
TCKT592,2024-09-16,2024-10-02 11:00:00,2024-10-22 21:00:00,Charlie,2,5,0,0,395.0,885.0,Poor,Detractors
TCKT593,2024-10-09,2024-10-15 01:00:00,2024-09-15 18:00:00,Bob,1,9,1,1,145.0,-558.0,Poor,Promoters
TCKT594,2024-09-05,2024-10-30 06:00:00,2024-09-29 19:00:00,David,5,10,1,1,1326.0,595.0,Excellent,Promoters
TCKT595,2024-09-22,2024-10-11 08:00:00,2024-10-18 15:00:00,Eve,2,1,0,1,464.0,639.0,Poor,Detractors
TCKT596,2024-09-29,2024-09-11 22:00:00,2024-09-05 07:00:00,Bob,4,10,1,1,-410.0,-569.0,Good,Promoters
TCKT597,2024-10-25,2024-10-21 09:00:00,2024-10-16 03:00:00,David,2,5,1,1,-87.0,-213.0,Poor,Detractors
TCKT598,2024-09-03,2024-09-17 12:00:00,2024-10-19 09:00:00,David,1,6,1,0,348.0,1113.0,Poor,Detractors
TCKT599,2024-09-12,2024-10-27 14:00:00,2024-09-09 20:00:00,Alice,3,7,1,1,1094.0,-52.0,Fair,Passives
TCKT600,2024-09-26,2024-10-02 15:00:00,2024-10-16 17:00:00,Eve,3,9,0,1,159.0,497.0,Fair,Promoters
TCKT601,2024-09-16,2024-09-16 22:00:00,2024-09-18 17:00:00,Bob,4,6,1,1,22.0,65.0,Good,Detractors
TCKT602,2024-10-21,2024-09-22 20:00:00,2024-10-04 08:00:00,Bob,4,5,0,1,-676.0,-400.0,Good,Detractors
TCKT603,2024-10-07,2024-10-03 10:00:00,2024-09-20 06:00:00,Alice,3,7,0,0,-86.0,-402.0,Fair,Passives
TCKT604,2024-09-22,2024-10-10 18:00:00,2024-09-04 05:00:00,Charlie,4,1,1,1,450.0,-427.0,Good,Detractors
